Year,Month,Day,Hour,Temp         (Deg C),R Humidity      (%),B Pressure       (milli bar),W Direction       (Deg),Wind Spd      (m/s),PM10
2016,4,29,22,38.6,20.1,969.4909,6,4.94,232
2016,4,29,23,40.9,15.4,968.9577,3,2.28,230
2016,4,29,24,41.5,14.1,968.0246,49,1.25,217.5
2016,4,30,1,42.6,15.4,966.9582,52,2.22,233
2016,4,30,2,41.7,15.1,965.8918,46,1.92,173
2016,4,30,3,42.6,15,965.092,59,2.11,160.75
2016,4,30,4,42.1,16.6,964.8254,75,2.56,157
2016,4,30,5,40.7,14.3,965.092,110,2.81,259
2016,4,30,6,39.9,20.1,965.8918,91,1.33,478.5
2016,4,30,7,38.6,22.2,966.9582,67,0.92,352.75
2016,4,30,8,36.7,19.3,967.758,353,0.61,270.5
2016,4,30,9,37,16.1,968.2912,113,0.81,368.25
2016,4,30,10,33.9,20.6,968.5578,313,1.19,601.75
2016,4,30,11,32,22.4,968.2912,313,2.17,439.5
2016,4,30,12,37.8,20.2,967.758,3,1.86,284.5
2016,4,30,13,37.7,20.2,968.2912,16,2.17,244.75
2016,4,30,14,34.8,22,968.2912,328,1.19,165
2016,4,30,15,33.6,25,968.2912,290,1.11,178.5
2016,4,30,16,33,23.3,967.758,282,0.72,138.5
2016,4,30,17,31.1,30.1,967.758,278,0.36,116.25
2016,4,30,18,30.6,30.5,967.4914,282,0.56,136.75
2016,4,30,19,33.8,28.2,967.2248,34,2.78,202.25
2016,4,30,20,34.8,24.6,966.9582,341,6.42,291.25
2016,4,30,21,34.6,26.4,966.9582,337,5.31,256.25
2016,4,30,22,33.7,26,967.2248,343,3.53,432.25
2016,4,30,23,34.8,27,968.5578,346,3.44,782.75
2016,4,30,24,35.6,26,969.2243,344,5.47,176
2016,5,1,1,30.7,35.3,966.9582,289,1.06,305.5
2016,5,1,2,29.8,36.4,966.425,300,1.58,153.25
2016,5,1,3,28.7,39.2,966.425,323,0.64,89.25
2016,5,1,4,26.4,42.2,966.425,298,1.06,115
2016,5,1,5,26.5,43.5,966.425,318,2.11,197.5
2016,5,1,6,26.3,43.5,966.6916,310,1.28,229.5
2016,5,1,7,26.5,47.7,966.9582,288,0.56,198
2016,5,1,8,27.4,46.2,967.4914,0,0.31,253.75
2016,5,1,9,29.3,36.2,968.5578,205,0.86,268
2016,5,1,10,34.3,27.3,968.9577,236,0.47,345.25
2016,5,1,11,37.6,19.4,968.5578,350,1.83,252.25
2016,5,1,12,40.8,12.5,968.0246,51,1.75,239.25
2016,5,1,13,41.7,11.3,967.2248,80,2.86,218.25
2016,5,1,14,41.3,12.4,966.425,75,4.33,254.75
2016,5,1,15,42.4,11.2,965.092,77,4.06,235
2016,5,1,16,42.4,12.5,964.0256,64,4.19,148
2016,5,1,17,42.5,11.4,963.4924,81,3.94,142
2016,5,1,18,41.4,11.4,963.4924,85,3.53,165.5
2016,5,1,19,40.4,14.3,964.0256,83,2.33,192.5
2016,5,1,20,39.9,14.6,964.2922,87,1.53,159.5
2016,5,1,21,37.5,22.2,965.092,48,0.64,206.25
2016,5,1,22,35.5,17.3,965.8918,175,0.28,215
2016,5,1,23,32.7,16.7,966.425,306,1.03,244.75
2016,5,1,24,31.3,14.6,966.6916,329,2.5,164.5
2016,5,2,1,32.9,13.4,966.425,330,1.78,125.75
2016,5,2,2,32.6,12.2,966.1584,339,3.17,171.25
2016,5,2,3,30.8,17.7,965.6252,319,0.81,210
2016,5,2,4,28.4,23.2,965.6252,187,0.39,195.75
2016,5,2,5,27.7,23.5,965.6252,263,0.44,168.5
2016,5,2,6,26.7,26.4,966.1584,324,1.89,175.75
2016,5,2,7,26.8,24.2,966.425,325,1.42,177
2016,5,2,8,27.3,26.2,967.4914,181,0.75,289.5
2016,5,2,9,30.5,26.3,968.5578,261,0.47,243.75
2016,5,2,10,36.5,16.5,968.9577,257,0.25,112.5
2016,5,2,11,40.4,11.6,968.9577,255,0.28,93.25
2016,5,2,12,43.4,9.3,968.5578,120,0.17,110
2016,5,2,13,43.4,8.4,967.758,0,0.75,128
2016,5,2,14,42.6,10.3,966.9582,72,1.67,131.5
2016,5,2,15,43.8,8.3,966.1584,107,2.08,167.75
2016,5,2,16,43.4,9.2,965.092,69,1.33,166.25
2016,5,2,17,43.5,10.7,964.5588,71,1.83,175.25
2016,5,2,18,43.7,11.6,964.0256,81,1.08,183.5
2016,5,2,19,42.7,15.4,964.0256,73,0.89,212
2016,5,2,20,40.5,17.5,964.8254,60,0.67,325
2016,5,2,21,38.4,13.5,965.8918,177,1.56,388
2016,5,2,22,36.3,20.2,966.6916,281,0.5,209.5
2016,5,2,23,34.4,20.3,966.9582,313,1,206.25
2016,5,2,24,33.5,20.3,967.758,301,0.36,177.75
2016,5,3,1,32.5,24.8,967.758,333,1.42,160
2016,5,3,2,33.7,19.2,967.758,52,0.78,157.25
2016,5,3,3,30.3,27.2,966.9582,284,0.72,168.25
2016,5,3,4,29.3,25.5,966.425,325,1.83,375.25
2016,5,3,5,30.3,24.5,966.1584,332,1.22,746
2016,5,3,6,28.4,26.4,966.425,253,0.33,29
2016,5,3,7,28.5,29.4,967.2248,311,1.25,31.75
2016,5,3,8,29.5,28.7,968.0246,291,0.72,42.5
2016,5,3,9,31.4,26.2,968.9577,181,0.44,57.25
2016,5,3,10,35.9,20.8,969.4909,194,0.64,74.25
2016,5,3,11,38.6,18.8,969.7575,41,0.86,59.25
2016,5,3,12,38.8,21.6,969.4909,7,3.08,56
2016,5,3,13,38.5,19.5,968.9577,358,3.25,63.25
2016,5,3,14,39.3,19.4,968.0246,33,3.11,90.75
2016,5,3,15,40.4,15.2,966.9582,34,1.64,74.75
2016,5,3,16,41.7,12.3,965.8918,256,2.56,64
2016,5,3,17,38.3,16.5,965.3586,319,5.58,85
2016,5,3,18,33.4,25.3,965.3586,317,7.03,81.25
2016,5,3,19,33.5,23.5,965.3586,296,6.08,107.25
2016,5,3,20,33.5,23.5,966.425,287,1.39,153
2016,5,3,21,32.5,27.4,968.2912,100,2.14,213.75
2016,5,3,22,32.5,29.3,968.8244,91,1.69,261
2016,5,3,23,31.4,30.2,968.8244,6,2.06,263
2016,5,3,24,31.5,28.8,968.5578,340,2.39,260.5
2016,5,4,1,31.5,29.4,968.8244,36,1.22,229.5
2016,5,4,2,30.5,30.5,968.0246,20,0.67,203.25
2016,5,4,3,29.3,36.2,968.2912,251,0.5,179
2016,5,4,4,28.3,37.5,968.5578,270,1.36,186.75
2016,5,4,5,29.6,35.7,969.4909,291,2.17,161.5
2016,5,4,6,28.5,36.4,968.5578,332,2.89,149.25
2016,5,4,7,28.7,37.2,968.9577,330,2.94,150.5
2016,5,4,8,28.7,38.6,969.2243,322,2.78,157.25
2016,5,4,9,31.5,32.3,969.4909,299,1.58,108
2016,5,4,10,33.4,27.4,970.0241,281,1.97,70.75
2016,5,4,11,36.5,23.3,970.5573,9,1.67,60.75
2016,5,4,12,37.4,21.4,970.5573,91,2.06,69
2016,5,4,13,38.5,20.6,969.7575,59,2.89,82.5
2016,5,4,14,39.8,21.3,968.5578,58,2.97,124.25
2016,5,4,15,40.5,18.2,967.4914,93,2.36,124
2016,5,4,16,40.3,16.4,966.9582,125,2.86,113.5
2016,5,4,17,40.6,15.3,966.1584,142,3.42,124
2016,5,4,18,40.7,14.6,965.3586,125,3.53,151.75
2016,5,4,19,39.4,15.2,965.3586,145,2.92,216
2016,5,4,20,37.4,18.8,965.8918,172,2.06,260.5
2016,5,4,21,34.5,27.8,966.6916,174,3.17,74.75
2016,5,4,22,33.3,30.4,967.758,180,1.78,70.5
2016,5,4,23,32.5,36.6,968.8244,216,0.58,98
2016,5,4,24,32.6,33.3,969.7575,295,1.19,114.25
2016,5,5,1,32.7,29.4,969.4909,202,1.92,150.75
2016,5,5,2,31.7,33.4,968.9577,151,0.64,152.5
2016,5,5,3,31.6,38.4,969.7575,118,3.44,102.5
2016,5,5,4,31.4,38.3,969.2243,124,1.97,92.25
2016,5,5,5,30.8,39.4,968.9577,315,1.17,115.75
2016,5,5,6,30.6,40.8,969.4909,16,1.81,199
2016,5,5,7,28.7,47.4,970.0241,189,1.42,261.5
2016,5,5,8,28.7,50.2,971.0905,297,1.03,322.25
2016,5,5,9,29.7,49.2,972.4235,275,1.36,328.25
2016,5,5,10,30.5,46.2,973.7565,296,2.64,247
2016,5,5,11,32.4,35.4,974.2897,295,3.39,162
2016,5,5,12,35.4,28.3,973.7565,291,3.03,126.25
2016,5,5,13,37.4,23.4,972.9567,324,1.81,117.75
2016,5,5,14,38.9,21.6,971.8903,51,1.25,153.5
2016,5,5,15,39.7,17.4,970.2907,122,0.69,191
2016,5,5,16,39.5,18.4,968.9577,184,1.44,216
2016,5,5,17,38.4,19.3,968.0246,190,2.31,210
2016,5,5,18,38.6,19.4,967.2248,192,1.61,250
2016,5,5,19,37.4,23.6,966.6916,191,1.89,212
2016,5,5,20,36.3,25.3,966.6916,216,1.25,199
2016,5,5,21,34.4,28.5,966.9582,265,0.69,362
2016,5,5,22,33.5,30.5,968.0246,212,0.58,485
2016,5,5,23,33.8,31.4,968.9577,255,0.44,302
2016,5,5,24,33.7,33.2,969.7575,346,3.78,276
2016,5,6,1,31.7,35.3,969.7575,341,5.58,377
2016,5,6,2,30.5,35.5,969.4909,350,4.61,362.75
2016,5,6,3,31.7,36.3,969.2243,16,4.36,313
2016,5,6,4,30.5,33.2,968.9577,43,6.39,283.75
2016,5,6,5,30.5,34.4,968.2912,42,3.31,251.25
2016,5,6,6,29.3,35.6,968.5578,215,0.75,244
2016,5,6,7,27.6,38.2,968.9577,188,1.11,326.5
2016,5,6,8,29.4,39.2,970.0241,249,0.78,396.75
2016,5,6,9,30.7,34.2,971.8903,158,1.11,276
2016,5,6,10,30.5,34.5,973.7565,113,3,205.5
2016,5,6,11,30.5,34.5,973.7565,113,3,182.25
2016,5,6,12,33.6,29.7,973.7565,93,0.86,174.75
2016,5,6,13,35.5,26.5,972.6901,343,1.11,157.25
2016,5,6,14,36.9,23.2,971.6237,336,1.33,152.25
2016,5,6,15,36.5,22.3,970.2907,354,1,155.5
2016,5,6,16,38.4,21.2,968.9577,351,0.97,166.25
2016,5,6,17,38.6,19.2,967.758,44,1.31,179.5
2016,5,6,18,37.5,19.3,966.9582,327,3.58,185.75
2016,5,6,19,37.5,19.3,966.425,324,1.31,202
2016,5,6,20,35.8,25.4,966.6916,168,2.67,320.25
2016,5,6,21,33.7,30.4,967.4914,186,0.81,364.5
2016,5,6,22,33.7,35.6,968.0246,287,0.42,228.5
2016,5,6,23,32.6,35.2,968.9577,95,1.56,261
2016,5,6,24,29.5,45.8,971.6237,95,4.83,237.75
2016,5,7,1,27.4,50.4,972.6901,107,3.83,213
2016,5,7,2,26.6,58.2,972.4235,118,2.33,209.25
2016,5,7,3,27.3,53.5,971.8903,112,2.5,197.25
2016,5,7,4,26.3,56.5,971.0905,303,0.89,200.75
2016,5,7,5,25.4,61.2,969.7575,293,1.47,222.75
2016,5,7,6,25.7,65.5,969.2243,266,1.25,246.5
2016,5,7,7,25.5,63.4,969.4909,286,1.42,331.25
2016,5,7,8,26.8,60.6,970.8239,257,0.83,467.25
2016,5,7,9,29.4,47.2,971.8903,250,0.28,342
2016,5,7,10,31.4,40.5,972.4235,210,0.81,256.5
2016,5,7,11,31.5,38.2,972.6901,166,1.5,231
2016,5,7,12,33.9,31.4,972.4235,166,1.36,186.25
2016,5,7,13,35.3,27.2,972.1569,141,1.61,164.5
2016,5,7,14,36.3,23.6,971.0905,153,1.39,175.75
2016,5,7,15,37.4,22.3,970.0241,151,2.39,164.5
2016,5,7,16,37.5,22.4,968.8244,154,1.42,148.75
2016,5,7,17,38.9,19.5,967.758,112,1.58,137.25
2016,5,7,18,37.5,20.7,966.9582,170,2.03,136
2016,5,7,19,37.3,21.2,967.2248,185,2.31,172
2016,5,7,20,35.5,23.7,967.758,205,1,184.75
2016,5,7,21,34.6,25.3,968.8244,189,0.44,242.25
2016,5,7,22,33.4,33.5,969.7575,180,0.19,209
2016,5,7,23,31.8,36.3,970.5573,294,0.42,185.25
2016,5,7,24,31.7,39.7,970.5573,219,0.39,234.75
2016,5,8,1,30.8,41.3,970.5573,290,0.22,367
2016,5,8,2,29.5,44.2,970.2907,309,0.61,484
2016,5,8,3,28.3,44.4,970.0241,305,0.89,480.5
2016,5,8,4,29.6,41.8,969.7575,289,0.33,495
2016,5,8,5,28.5,47.3,969.7575,252,0.5,488
2016,5,8,6,28.6,46.5,969.7575,285,0.47,458
2016,5,8,7,27.4,49.7,970.0241,295,1.06,385.75
2016,5,8,8,29.7,42.7,970.8239,271,0.75,503.25
2016,5,8,9,30.5,38.4,971.8903,245,1.17,653.5
2016,5,8,10,34.6,30.4,972.1569,250,0.89,256
2016,5,8,11,37.7,23.4,972.4235,249,1.03,167
2016,5,8,12,38.3,21.3,972.1569,123,0.92,137.75
2016,5,8,13,39.6,20.5,971.3571,90,1.75,130
2016,5,8,14,39.5,19.4,970.5573,97,2.17,149.25
2016,5,8,15,40.7,17.6,969.2243,114,1.94,130.75
2016,5,8,16,39.5,17.2,968.2912,263,2.08,116.5
2016,5,8,17,40.3,16.2,967.4914,219,1.44,111
2016,5,8,18,40.5,17.4,966.6916,258,2.19,108.75
2016,5,8,19,39.5,17.3,966.6916,247,1.39,137.75
2016,5,8,20,38.8,19.3,967.4914,225,0.39,267.5
2016,5,8,21,36.7,23.7,968.2912,198,0.5,444.75
2016,5,8,22,34.4,30.6,969.2243,194,0.64,495.5
2016,5,8,23,34.8,34.7,970.0241,187,0.5,362
2016,5,8,24,32.5,45.3,970.8239,172,0.97,296.5
2016,5,9,1,31.5,46.6,970.8239,202,0.33,326.25
2016,5,9,2,30.5,41.5,970.0241,280,0.42,269.75
2016,5,9,3,30.6,39.2,969.7575,302,0.61,242
2016,5,9,4,29.4,41.3,969.7575,285,0.64,216.25
2016,5,9,5,29.5,40.8,969.4909,286,1.33,220.25
2016,5,9,6,28.3,40.6,969.4909,311,2.03,278.75
2016,5,9,7,28.5,38.5,970.2907,312,2.25,433.75
2016,5,9,8,30.5,36.5,971.0905,317,1.47,344.5
2016,5,9,9,32.4,32.2,971.8903,282,1.78,243
2016,5,9,10,35.7,26.7,972.1569,341,2.47,236.75
2016,5,9,11,38.4,23.3,971.8903,16,1.22,202.75
2016,5,9,12,38.3,23.3,971.6237,74,2.44,209
2016,5,9,13,39.3,20.3,970.8239,66,1.86,207.75
2016,5,9,14,41.5,17.4,969.4909,24,0.47,226
2016,5,9,15,39.9,19.8,968.2912,333,2.44,228
2016,5,9,16,39.4,18.6,969.2243,119,0.64,215.25
2016,5,9,17,41.9,15.4,966.1584,217,0.89,267.25
2016,5,9,18,38.5,18.3,965.3586,149,2.92,275.25
2016,5,9,19,38.5,20.3,965.6252,155,1.69,283.25
2016,5,9,20,36.6,24.3,966.6916,42,2.08,240.25
2016,5,9,21,33.3,32.4,968.5578,132,2.47,221.5
2016,5,9,22,33.5,32.3,970.0241,98,1.64,188.75
2016,5,9,23,31.3,39.4,970.8239,123,2.36,220.75
2016,5,9,24,30.4,47.6,971.6237,195,2.06,246.75
2016,5,10,1,29.4,50.2,971.3571,285,1.89,263.5
2016,5,10,2,30.4,47.8,970.5573,274,1,332.75
2016,5,10,3,30.3,45.7,970.5573,337,1.5,417.25
2016,5,10,4,28.5,51.2,970.8239,341,1.78,510
2016,5,10,5,29.3,53.4,970.0241,278,1.67,425.5
2016,5,10,6,30.6,42.6,970.5573,349,1.53,268.25
2016,5,10,7,28.5,55.4,971.0905,230,0.47,332.5
2016,5,10,8,28.6,51.3,971.6237,99,1.31,442.75
2016,5,10,9,29.7,54.7,971.8903,293,2.11,345.25
2016,5,10,10,32.5,38.4,972.6901,303,1.58,313.75
2016,5,10,11,34.3,37.5,972.6901,170,2.33,354.75
2016,5,10,12,35.5,31.5,972.4235,181,2.36,252.5
2016,5,10,13,37.3,27.2,972.1569,163,2.36,230.75
2016,5,10,14,39.3,23.8,970.8239,173,3.06,184.25
2016,5,10,15,39.5,20.3,969.4909,161,1.81,177.5
2016,5,10,16,39.6,21.3,968.5578,242,1.19,200
2016,5,10,17,38.5,22.7,967.2248,260,3.03,245.25
2016,5,10,18,38.5,22.7,967.2248,260,3.03,312
2016,5,10,19,32.4,38.4,967.758,329,8.11,337.75
2016,5,10,20,32.8,35.5,968.0246,332,3.31,302.5
2016,5,10,21,32.3,37.3,968.5578,205,0.72,280
2016,5,10,22,31.4,41.2,969.4909,198,0.75,248.5
2016,5,10,23,31.3,39.7,970.8239,219,0.69,257.25
2016,5,10,24,30.3,40.4,971.0905,261,0.89,324
2016,5,11,1,29.4,43.3,970.5573,311,0.92,320.75
2016,5,11,2,29.9,43.2,969.7575,327,2.53,308.75
2016,5,11,3,29.3,45.4,969.2243,307,1.14,311.5
2016,5,11,4,29.3,45.6,968.9577,293,2.47,348.75
2016,5,11,5,28.5,45.5,969.2243,296,2.53,424.25
2016,5,11,6,28.9,47.4,969.4909,284,1.5,512
2016,5,11,7,27.3,50.4,970.0241,213,0.56,406.75
2016,5,11,8,29.6,46.2,970.8239,263,0.56,581.25
2016,5,11,9,31.5,40.4,971.6237,257,0.72,394
2016,5,11,10,33.4,34.5,971.8903,276,1.14,255.75
2016,5,11,11,36.3,28.4,971.8903,278,1.19,175.25
2016,5,11,12,38.4,25.4,970.8239,60,0.94,155.5
2016,5,11,13,39.3,23.6,970.0241,40,1.72,188.25
2016,5,11,14,40.6,22.4,968.8244,28,2.64,288.75
2016,5,11,15,40.5,22.2,967.4914,72,2.56,341.75
2016,5,11,16,41.7,21.3,966.1584,68,2.44,208.75
2016,5,11,17,41.7,21.3,964.8254,72,2.14,278.5
2016,5,11,18,41.4,19.3,964.0256,141,2.64,371.25
2016,5,11,19,40.6,20.3,964.0256,184,1.61,332.25
2016,5,11,20,38.3,23.6,964.5588,283,2.17,297.25
2016,5,11,21,36.6,27.3,965.8918,293,2.64,241.5
2016,5,11,22,35.8,29.4,966.425,296,1.53,199.25
2016,5,11,23,34.6,30.3,966.6916,289,1.03,186.5
2016,5,11,24,33.3,33.6,966.9582,308,0.97,266.75
2016,5,12,1,33.6,35.2,966.9582,105,1,435.75
2016,5,12,2,33.7,34.2,966.425,0,1.75,453.5
2016,5,12,3,32.5,34.4,965.6252,346,2.03,300.75
2016,5,12,4,31.6,36.2,965.3586,255,0.39,291
2016,5,12,5,30.4,41.2,966.1584,180,1.53,269.25
2016,5,12,6,29.6,46.4,966.6916,220,1.58,291.75
2016,5,12,7,29.4,49.4,967.2248,290,1.28,400.5
2016,5,12,8,29.5,47.2,967.2248,298,2.72,380.5
2016,5,12,9,32.5,39.6,968.0246,295,2.22,241
2016,5,12,10,35.8,31.2,968.0246,283,1.89,198.75
2016,5,12,11,35.8,31.2,968.0246,283,1.89,182
2016,5,12,12,38.6,24.4,966.9582,53,1.56,179
2016,5,12,13,40.7,22.5,965.8918,75,1.72,160.5
2016,5,12,14,41.5,22.8,964.8254,74,2.78,208.5
2016,5,12,15,42.3,20.3,963.4924,76,3.56,270.5
2016,5,12,16,42.4,20.3,962.1594,68,3.58,255
2016,5,12,17,42.9,17.6,961.2263,107,3.53,260.5
2016,5,12,18,42.6,20.3,960.6931,94,2.17,266
2016,5,12,19,41.4,19.6,960.6931,100,3.44,267.5
2016,5,12,20,40.3,21.7,960.9597,122,2,283
2016,5,12,21,39.6,21.4,961.8928,151,2.08,276.75
2016,5,12,22,37.8,23.4,963.4924,168,0.89,321.25
2016,5,12,23,36.5,26.7,964.2922,174,0.56,297
2016,5,12,24,35.8,30.8,965.3586,221,0.42,218.25
2016,5,13,1,35.8,32.3,965.092,256,0.72,199.75
2016,5,13,2,34.6,34.4,964.5588,225,0.39,176.25
2016,5,13,3,32.7,44.2,964.2922,164,1.28,169.25
2016,5,13,4,31.5,50.2,964.2922,206,0.81,159.25
2016,5,13,5,31.6,52.6,964.2922,317,0.61,148.25
2016,5,13,6,31.5,56.2,965.092,242,0.86,167
2016,5,13,7,31.7,39.7,964.8254,297,2.58,214.25
2016,5,13,8,31.7,41.6,966.425,11,2.89,238.25
2016,5,13,9,34.5,32.4,967.2248,23,6.69,133.25
2016,5,13,10,35.3,25.5,965.8918,310,5,148.25
2016,5,13,11,39.4,19.5,966.425,293,2.19,142.5
2016,5,13,12,39.7,23.3,966.425,347,4.5,127
2016,5,13,13,40.4,21.2,965.8918,344,3.75,112
2016,5,13,14,41.3,20.3,965.3586,38,1.42,116.75
2016,5,13,15,42.4,20.4,964.2922,51,3.17,132.25
2016,5,13,16,42.9,17.3,963.4924,79,1.75,146
2016,5,13,17,42.5,18.3,962.1594,84,2.56,180.5
2016,5,13,18,41.3,19.2,962.1594,143,2.86,262
2016,5,13,19,39.6,23.8,962.426,192,2.42,453.75
2016,5,13,20,39.6,23.5,963.2258,286,0.67,506.75
2016,5,13,21,37.4,23.4,964.8254,162,2.61,616.5
2016,5,13,22,36.4,26.7,965.092,301,1.58,186.5
2016,5,13,23,36.4,28.3,965.6252,278,0.83,285.5
2016,5,13,24,34.4,31.2,965.8918,296,1.19,134.25
2016,5,14,1,33.8,32.6,965.6252,304,1,97.5
2016,5,14,2,33.5,33.5,965.092,288,1.31,88.75
2016,5,14,3,32.3,36.3,964.8254,293,1.14,72.75
2016,5,14,4,30.3,38.4,964.8254,313,1.47,64.25
2016,5,14,5,31.4,35.7,965.3586,334,1.31,76
2016,5,14,6,29.8,41.3,965.6252,307,1.61,101.75
2016,5,14,7,29.5,40.2,966.1584,311,2.03,101.75
2016,5,14,8,30.7,40.7,966.9582,304,1.22,76.25
2016,5,14,9,34.3,33.2,967.758,287,1.78,43
2016,5,14,10,37.3,24.5,968.0246,293,2.31,32.75
2016,5,14,11,40.3,19.2,968.0246,321,2.61,39.5
2016,5,14,12,42.7,18.3,967.4914,24,2.19,45.25
2016,5,14,13,43.6,16.2,966.9582,69,2.81,47.5
2016,5,14,14,43.9,15.3,966.425,90,3.58,44.5
2016,5,14,15,44.5,15.3,965.6252,93,2.67,55.25
2016,5,14,16,44.5,14.4,964.2922,67,3.33,77.25
2016,5,14,17,44.5,16.2,963.4924,60,3.17,97.25
2016,5,14,18,44.5,16.2,963.4924,60,3.17,145.5
2016,5,14,19,43.6,14.4,962.9592,135,2.5,200.25
2016,5,14,20,41.7,16.4,963.2258,150,1.56,195.5
2016,5,14,21,40.3,19.4,963.759,286,0.56,156.5
2016,5,14,22,37.8,22.3,964.8254,330,2.42,129.75
2016,5,14,23,37.7,23.3,965.8918,181,0.92,86
2016,5,14,24,36.5,27.3,966.1584,287,0.5,73.25
2016,5,15,1,34.6,32.2,965.8918,217,0.28,72.25
2016,5,15,2,33.5,33.3,965.6252,309,0.67,86.5
2016,5,15,3,33.6,37.6,965.6252,235,0.61,116.5
2016,5,15,4,32.8,35.8,965.3586,279,0.89,113.25
2016,5,15,5,31.4,34.4,965.3586,305,2.06,115
2016,5,15,6,31.4,36.4,965.6252,300,2.58,133.5
2016,5,15,7,31.6,40.3,966.425,296,2.61,277.5
2016,5,15,8,32.5,41.5,967.2248,295,2.97,399.75
2016,5,15,9,34.7,35.2,968.2912,294,2.86,123
2016,5,15,10,37.7,28.3,968.5578,282,2.31,95.75
2016,5,15,11,40.4,22.3,968.8244,288,1.56,89.25
2016,5,15,12,42.3,19.2,968.2912,236,0.94,76.5
2016,5,15,13,43.4,17.3,967.758,197,0.64,95.25
2016,5,15,14,44.7,13.5,966.9582,145,0.89,117.25
2016,5,15,15,44.3,16.3,965.8918,35,1.22,149
2016,5,15,16,44.4,13.4,965.092,171,2.64,189.75
2016,5,15,17,43.5,14.3,964.2922,167,2.69,206
2016,5,15,18,42.8,16.7,964.0256,180,3.25,249.5
2016,5,15,19,41.5,21.3,964.0256,185,3.33,281.5
2016,5,15,20,39.6,26.6,964.2922,173,2.28,282.5
2016,5,15,21,38.8,24.3,965.3586,201,0.64,255.25
2016,5,15,22,38.8,25.5,966.1584,99,0.56,190.75
2016,5,15,23,37.5,26.2,966.9582,158,0.53,227
2016,5,15,24,37.3,28.4,966.9582,271,0.61,230
2016,5,16,1,35.3,31.3,965.8918,319,1.72,261.25
2016,5,16,2,35.7,32.3,964.8254,298,0.44,265.75
2016,5,16,3,34.4,37.3,964.5588,312,0.39,230.5
2016,5,16,4,33.3,38.7,964.0256,308,1.03,195.75
2016,5,16,5,34.6,36.3,963.759,288,0.69,193
2016,5,16,6,33.3,39.4,964.0256,299,0.72,224.75
2016,5,16,7,32.3,41.5,964.8254,183,0.33,275
2016,5,16,8,33.5,39.3,965.6252,308,0.89,307.25
2016,5,16,9,34.8,34.5,966.1584,310,1.11,230
2016,5,16,10,37.7,27.7,966.425,292,1.92,184.75
2016,5,16,11,39.6,23.7,966.425,280,1.33,160.5
2016,5,16,12,41.5,22.3,966.1584,160,1.19,205.5
2016,5,16,13,43.6,19.6,965.3586,196,1.22,291.25
2016,5,16,14,43.9,18.2,964.2922,199,2.25,235.25
2016,5,16,15,42.6,18.5,962.6926,301,2.86,229.25
2016,5,16,16,41.4,20.5,961.4929,281,3.97,239.5
2016,5,16,17,39.6,22.8,961.2263,233,3.81,265.75
2016,5,16,18,39.6,26.5,960.4265,255,2.64,309.25
2016,5,16,19,38.9,29.3,961.4929,181,2.83,287.5
2016,5,16,20,37.3,28.6,962.1594,199,1.94,254.5
2016,5,16,21,37.4,29.5,962.6926,268,2.17,268.25
2016,5,16,22,35.7,31.4,963.2258,312,2.08,334.25
2016,5,16,23,34.5,32.3,963.2258,297,0.81,346.5
2016,5,16,24,34.3,33.3,963.4924,260,1.03,262
2016,5,17,1,34.3,34.4,963.4924,204,0.92,191.25
2016,5,17,2,33.8,36.5,962.6926,222,0.81,162.75
2016,5,17,3,32.3,41.5,962.426,238,0.61,175.5
2016,5,17,4,32.9,40.3,961.6262,288,1.44,185.25
2016,5,17,5,32.9,39.5,961.8928,274,0.97,214
2016,5,17,6,33.4,41.7,962.426,299,3.03,250.5
2016,5,17,7,32.5,45.6,963.4924,294,3.25,244.5
2016,5,17,8,32.3,46.5,964.5588,305,3.89,257.75
2016,5,17,9,33.4,43.5,966.1584,272,2.39,281.75
2016,5,17,10,34.3,42.5,966.425,264,3.39,270.25
2016,5,17,11,37.4,36.2,966.6916,327,1.61,249.5
2016,5,17,12,37.6,35.5,966.6916,155,2.44,241
2016,5,17,13,37.6,33.3,965.6252,252,0.97,282
2016,5,17,14,40.6,25.3,964.5588,276,1.22,323.5
2016,5,17,15,40.4,25.7,963.2258,300,1.78,362.75
2016,5,17,16,40.4,27.2,961.8928,269,2.94,326
2016,5,17,17,40.6,26.8,960.6931,287,3.06,346.75
2016,5,17,18,40.9,26.3,960.1599,276,3.33,381
2016,5,17,19,40.5,27.2,960.1599,265,2.83,372.75
2016,5,17,20,38.4,29.5,959.8933,318,4.94,356.75
2016,5,17,21,36.4,32.4,960.9597,324,3.25,368
2016,5,17,22,35.5,34.2,961.4929,284,2,430.75
2016,5,17,23,34.6,35.3,962.1594,297,1.47,506.5
2016,5,17,24,34.5,33.8,962.1594,292,3.22,479.75
2016,5,18,1,34.3,30.2,961.6262,298,4.06,467.25
2016,5,18,2,33.5,33.4,961.6262,303,2.17,541.25
2016,5,18,3,33.4,35.4,961.4929,307,2.44,480.5
2016,5,18,4,33.3,38.7,960.9597,309,1.75,355.75
2016,5,18,5,32.7,40.2,961.2263,287,1.08,310.5
2016,5,18,6,32.3,39.4,961.8928,312,2.14,309.5
2016,5,18,7,32.6,39.5,962.6926,306,1.72,423.75
2016,5,18,8,33.9,36.7,963.4924,306,1.81,519.25
2016,5,18,9,35.3,36.5,964.0256,333,4.86,379.5
2016,5,18,10,36.4,34.4,963.759,332,6.36,217.75
